player_id,player_name
662266,Palan D.
978600,Friberg K.
702197,Tabur C.
140625,Zeitune M.
822429,Lajal M.
633268,Houkes M.
181883,Pereira T.
117175,Kirkin E.
369312,Erhard M.
224647,Barroso Campos A.
437818,Bruna N.
650726,Paul J.
954481,Garay V.
337465,Langmo C.
386521,Zekic M.
204208,Gaston H.
822663,Hardt N.
494287,Jin J.
711489,Lestienne C.
812285,Rodionov J.
695087,Olivo R.
361742,Machac T.
139446,Ritschard A.
130717,Jubb P.
596299,Pham D.
576424,Brooksby J.
755374,Ofner S.
713937,Kicker N.
226744,Shimizu Y.
251433,Jones M.
556041,Tabilo A.
890750,Evans D.
649763,Kozlov S.
811036,Sonego L.
864024,Darderi L.
656528,Jarry N.
202565,Ferreira Silva F.
728933,Gasquet R.
478621,Moreno De Alboran N.
587686,Edmund K.
627199,Kotov P.
502376,Kovapitukted P.
799088,Tirante T. A.
675276,Zhukayev B.
895687,Nakashima B.
966030,Sasikumar M.
582505,Marchenko I.
150995,Fanselow S.
794915,Cuevas M.
924945,Bueno G.
805378,Faria J.
321867,Herbert P.
114711,Weis A.
284423,Echargui M.
725780,Comesana F.
342082,Fils A.
106539,Navone M.
295572,Rodriguez Taverna S.
343960,Pucinelli de Almeida M.
650985,Paul T.
700214,Stricker D.
564713,Mmoh M.
396263,Bellier A.
289341,Tu L.
793419,Noguchi R.
489220,Vavassori A.
655170,Kovacevic A.
788021,Kukushkin M.
923051,Novak D.
717248,Galarneau A.
698300,Kudla D.
950978,Verdasco F.
273580,Pellegrino A.
820964,Varillas J. P.
717538,Yevseyev D.
569256,Gomez E.
750116,Samrej K.
944674,Travaglia S.
292653,Munar J.
384119,Ruusuvuori E.
629607,Karlovskiy E.
672689,Neumayer L.
939420,Sanchez Izquierdo N.
283198,Dougaz A.
685970,Boscardin Dias P.
782956,Prihodko O.
639988,Domingues J.
252227,Medjedovic H.
382841,Ugo Carabelli C.
589225,Chung Y.
287054,Torres J. B.
170264,Wolf J.J.
466705,Hsu Y. H.
322647,Holt B.
930526,Svrcina D.
709325,Sousa J.
376007,Barrios Vera T.
925109,Krutykh O.
791426,Shelton B.
400540,Jung J.
561713,Gunneswaran P.
935801,Klahn B.
460354,Sugita Y.
995867,Walton A.
433587,Rublev A.
529271,Ruud C.
865826,Sousa P.
835430,Reis Da Silva J.
598150,Andreev A.
564755,Gojowczyk P.
804638,Cazaux A.
786060,Halys Q.
953996,Shang J.
218850,Collarini A.
278682,Wattanakul P.
297447,Chandrasekar A.
200057,Orlov V.
889063,Ochi M.
844761,Koaykul K.
659274,Arnaboldi A.
292466,Diez S.
819255,Campese C.
238403,Zormann Da Silva M.
207007,Mayot H.
389363,Gimenez I.
188216,Mpetshi Perricard G.
704833,Mertens Y.
949289,Clarke J.
209113,Leite W.
333732,Yamacita F.
708905,Paz J. P.
750462,Ivashka I.
822150,Moutet C.
418622,Etcheverry T. M.
986053,Cerundolo F.
494252,Gaio F.
536679,Khachanov K.
677372,Altmaier D.
370114,Charoenphon Y.
619204,Hanfmann Y.
701944,Norrie C.
430976,Ly Nam H.
145031,Durasovic V.
122001,Merida Aguilar D.
695936,Blanch U.
884091,Harrison C.
128021,Bonadio R.
166222,Luz O.
922003,Stodder T.
613323,Galan D. E.
341458,Bagnis F.
945948,Dimitrov G.
179007,Schwartzman D.
853474,Davidovich Fokina A.
771361,Carreno-Busta P.
808126,Choinski J.
486945,O'Connell C.
529592,Nardi L.
251549,Taberner C.
739898,Gulbis E.
628610,Giannessi A.
889942,Isner J.
527783,Cressy M.
646738,Daniel T.
105664,Valkusz M.
556263,Zhu E.
311520,Chardy J.
786070,Coppejans K.
587699,Geerts M.
153141,Sandgren T.
396168,Mejia N.
345517,Shevchenko A.
751832,Merino A.
410802,Herrera B.
890951,Drzewiecki K.
580721,Castro C.
403235,Bancalari A.
345507,Gutierrez O. J.
428449,Tatlot J. S.
822089,Heyman C.
392013,Bu Y.
368199,Celikbilek A.
313617,Broom C.
613482,Beaupain S.
713972,Gakhov I.
646895,Poullain L.
686469,Hemery C.
703626,Ernaelsteen V.
138042,Ghibaudo A.
915895,Wessels L.
432652,Nagal S.
451122,Colson T.
681223,Serdarusic N.
210284,Ficovich J. P.
508090,Skatov T.
526871,Lama G.
680600,Agamenone F.
304009,Misolic F.
923060,Virtanen O.
240504,Pouille L.
257665,Paire B.
682682,van Assche L.
211353,Onclin G.
737689,Takahashi Y.
618626,Bayldon B.
257033,Puttergill L.
409106,Taylor J.
459175,Searant R.
168420,Braithwaite T.
374024,Mehrotra A.
654101,Mott B.
358644,Wehnelt K.
164915,Bachinger M.
362160,Mora M.
919241,Haerteis J.
948801,Giunta M.
592325,Cox D.
266426,Angele J. F.
346746,Boika L.
496375,Brymer G.
743265,Cozbinov A.
236397,Alcala Gurri M.
377181,Setkic A.
662436,Lapadat J.
453397,Florig P.
349509,Mostardi N.
811600,Martineau M.
186820,Young D.
318629,Hopper J.
333059,Mayo A.
373031,Brumm J.
715824,Baadi T.
994149,Papac T. E.
806639,Gaal C.
603279,Sekiguchi S.
909566,Jahn J.
999630,Lopez San Martin A.
557609,Damas M.
807189,Broska F.
339931,Stebe C.
921635,Alvarez Varona N.
588261,Rehberg M. H.
552612,Kodat T.
559681,Kwiatkowski T. S.
149795,Zhang Z.
960280,Pinnington Jones J.
207066,Rybakov A.
813264,Delaney Ja.
992921,Chappell N.
355897,Romios M. C.
108980,Hazawa S.
697602,Jasika O.
769210,Marcora R.
471672,Moro Canas A.
629355,Rosol L.
189402,Hoang A.
574441,Landaluce M.
526287,Topo M.
649700,Moroni M.
298892,Pecotic M.
626903,Sachko V.
207923,Michelsen A.
938897,Fancutt T. J.
581502,Johnson S.
239088,Harrison R.
470661,Masur D.
563100,Kirchheimer S.
690370,Svajda Z.
469743,Sultanov K.
770991,Petrovic A.
797973,Barrientos N.
752237,Milushev A.
624813,Dellien H.
601224,Borges N.
925133,Vaise T.
735955,Olivetti A.
913407,Jorda Sanchis D.
132723,Chidekh C.
427009,Kadhe A.
877240,Tkemaladze Z.
474240,Caruso S.
756514,Middelkoop M.
947022,Grenier H.
770167,Tverijonas J.
997995,Metreveli A.
687960,Muniz Hidalgo A.
493017,Purtseladze S.
704999,De Bernardis A.
432567,Shelbayh A.
325598,Ocleppo J.
309924,Basilashvili N.
143029,Sock J.
156314,Llamas Ruiz P.
233032,Demin Y.
783363,Gaubas V.
115222,Kopriva V.
723005,Pella G.
952560,Shapovalov D.
431960,Gerasimov E.
210896,Pontjodikromo S.
269224,Singh D.
659370,Nouza P.
364706,Jebavy R.
375993,Popyrin An.
699788,Reddy R.
679837,Cuenin S.
825354,Paulson A.
880911,Dinev D.
143613,Bourgue M.
461707,Bittoun C.
914305,Tomescu D. A.
931900,Jecan M. A.
545410,Kirci K.
619233,Droguet T.
412512,Martin Tiffon P.
423301,Ferrari G.
679268,Uesugi K.
424097,Braynin A.
617562,Safwat M.
474237,Fognini F.
124817,Borg L.
713575,Poljicak M.
297247,Atlangeriev B.
410222,Qaed Y.
165843,Van De Zandschulp B.
115728,Alcaraz C.
768744,Thiem D.
559906,Zayid M. S.
605136,Ribeiro E.
816521,Ganesh M.
124825,Carollo N.
493807,Santillan A.
530731,Copil M.
347423,Forti F.
162333,Tomic B.
400349,Maginley J.
469151,Gueymard Wayenburg S.
849120,Brancatelli G. T.
618548,Markes C.
164986,Panta J.
924996,Flores J.
262073,Arnaboldi F.
712476,Rodriguez A. M.
697444,Doria L.
500155,Wong C.
261530,Gomez L.
542364,Rodriguez C.
202844,Rodenas P.
618279,Chopra K.
906225,Karatsev A.
732840,Bublik A.
153846,Rincon D.
114285,Koepfer D.
734898,Dev S D P.
237834,Kuzmanov D.
859641,Gray A.
125833,Kypson P.
222201,Ponwith N.
250078,Van Deinse J.
942708,Serafini M.
632715,Bellucci T.
352486,Carr S.
964526,Al Allaf K.
380805,Sureshkumar M.
169304,Oberleitner N.
483028,Rahane N.
685391,Sinha N. K.
251143,Lapalu V.
237107,Eysseric J.
353037,Cukierman D.
354092,Kaliyanda Poonacha N.
120732,Gea A.
402865,Jaziri M.
132962,Lock B.
109598,Guinard M.
757545,Lopez F.
763559,Khotchenkov E.
355151,Casanova A.
719536,Madaras N.
538591,Stepanov T.
595383,Bobrov B.
657233,Ajdukovic D.
741766,Forejtek J.
313246,Estrada E.
416697,Damm M.
527695,Basic M.
605769,Butvilas E.
599396,Brunold M.
950714,Sels J.
849776,Fratangelo B.
721837,Ionel N. D.
622434,Olivieri G. A.
665301,Lemaitre L.
135443,Pacheco Mendez R.
512382,Fatic N.
824856,Kis Balazs R.
531202,Matvievici E.
348458,Fayziev S.
422585,Boros A.
583198,Kuzuhara B.
312908,Heide G.
130929,Villalon N.
382040,Torrealba B.
648365,Bocchi L.
759099,Benchetrit E.
857438,Boyer T.
826553,Cassone M.
889570,Melzer G.
211205,Fuele M.
594158,Blanchet U.
142954,Balzerani R.
959892,Moghini G.
979267,Schaer J.
224736,Compagnucci T.
844987,Bertrand R.
524978,Kovkin D.
895310,Basic N.
640714,Nincevic F.
250867,Reco A.
720882,Matuszewski P.
263758,Dalla Valle E.
287389,Gobat A.
372884,De Rueda De Genover I.
712894,Kivattsev K.
337247,Nijboer R.
638437,Verbeek S.
314799,Castelnuovo L.
714712,Garcia Mestre J.
150774,Pichler D.
571841,Kasnikowski M.
592432,Pujol Navarro B.
827386,Kobelt N.
372504,Sun F.
847354,Blockx A.
178959,Tien L.
391131,Kawakami R.
762973,Dietrich D.
710995,Auger-Aliassime F.
810933,Tabacco G.
459365,Donati M.
212339,Tabacco F.
397043,Esteve L. E.
527929,Rubio Fierros A. F.
684679,Popko D.
846291,Marti Pujolras A.
977820,Jacquet K.
381650,Campana Lee G.
912838,Verno A.
462888,Piraino G.
136505,Martinez Gomez P.
847036,Ahouda W.
400965,Napolitano S.
217861,Zukas M.
939261,Bennani R.
916714,Lalami Laaroussi Y.
977430,Moundir A.
500206,Burruchaga R. A.
424916,Vallejo D.
808350,Balazs A.
712776,Catarina L.
609806,Markovina D.
578597,Perez Contri S.
753178,Mikrut L.
234787,Jodar R.
880572,Sciglitano L.
251792,Nettles J.
406901,Potenza L.
229652,Strode I.
240560,Barranco Cosano J.
166863,Marti J.
843564,Di Nicola G.
453953,Del Federico A.
748946,Cretu C.
978252,Picchione A.
330206,Castagnola L.
587581,Peliwo F.
790695,Roveri Sidney G.
629109,Bergevi F.
974089,Juarez F.
292662,Boschmans T.
839524,Sakamoto P.
333328,Jauregui Sainz De Rozas R.
829065,Loureiro J. V. C.
876481,McHugh A.
458467,Schenekenberg G.
736560,Cigarran T.
469945,Glinka D.
489812,Sotelo A.
550326,Mena F.
396985,Aubriot A.
634314,Justo G. I.
678968,Nanda G.
527048,Bigun K.
279777,Prado Angelo J. C.
838470,Gomez F. A.
385249,Williams C.
968121,Vale D.
855371,Nakagawa N.
184634,Kang K.
609865,Rodrigues P.
258056,Monfils G.
151477,Feldbausch K.
827003,Fonseca J.
472702,Shin W.
216647,Shin S.
227550,Ito T.
464420,Lee D. H.
328494,Rikl P.
204156,Barton H.
231513,Kellovsky D.
588704,Galloway R.
178761,De La Fuente S.
216233,Hoyos Franco A.
245605,Lipovsek Puches T.
817086,Gagliardo L.
811835,Baker B.
529305,Sigouin B.
970836,Arcuschin R.
742506,Istomin D.
868656,Kestelboim M.
468512,Farjat T.
524097,Crawford O.
326698,Chung H.
191042,Vesely J.
160629,Mochizuki Y.
563179,Han Seon Yong
460034,Kalina V.
509215,Barnat J.
570601,Salazar A.
375537,Ortiz Gamonal D.
277590,Gimenez J.
169201,Torres Fernandez B. I.
847553,Sanna A.
100729,Hrazdil J.
133599,Nedovyesov A.
423822,Ivanovski K.
904801,Tepmahc N.
984650,Bondioli F.
923404,Park U.
314495,Son J. H.
825007,Jebens H.
793335,Weissborn S.
509548,Roncalli S.
973935,Ann S.
733302,Djuric B.
924861,Lazic M.
149936,Piatti R.
536205,Carboni L.
802302,Lee J. M.
754984,Saitoh K.
918673,Tokuda R.
417986,Pel D.
129198,Ujvary M.
270440,Kopp S.
587373,Wenger D.
871822,Maccari F.
374838,Gola A.
502076,Golubev A.
218577,Stevens B.
263387,Ben Abdelwehid M.
312255,Reymond A.
562950,Hermassi R.
867893,Labbene Y.
551068,Rodrigues D.
583969,Habib H.
501935,Milev Y.
833545,Markovski O.
361914,Haliak M.
647592,Srbljak G.
309231,Strombachs R.
646563,Moeller M.
746712,Gavrielides L.
553045,Artnak B.
340633,Cherie Ligniere E.
854954,Hussey G.
115414,McCormick T.
234680,Zheng M.
815558,Rottoli L.
128538,Pospisil J.
796397,Karol M.
546349,Tsitsipas Pe.
395735,Wendelken H.
568380,Samuel T.
269077,Nejedly P.
784294,Fery A.
779590,Monday J.
694572,Kim A.
460710,Whitehouse M.
978400,Pokorny L.
251007,Kym J.
148850,Neff A.
791181,Loof T.
205386,Gabriel N.
825187,Kravchenko G.
569417,Lanik T.
271262,Weber A.
778467,Malige M.
626314,Martinez M.
901461,Hallquist Lithen J.
222973,Wiersholm H.
112596,Krajci M.
451828,Paris T.
600096,Rola B.
640404,Raonic M.
799413,Privara P. B.
935169,Kyrgios N.
806525,Draxl L.
170081,Loffhagen G.
876588,Nishikori K.
877811,Pow L.
733634,Brosset S.
518120,Blus A.
585320,Te R.
586543,Zgola B.
671590,Sarria M.
570374,Pena E.
164870,Rengifo F.
825679,Gomez J. S.
387253,Gima S.
360582,Moroni F.
831532,Bailly G. A.
967184,Zanellato N.
214363,Soriano Barrera A.
706473,Soto M.
636641,Blanch D.
257836,Little D.
487642,Bosio G.
550468,Parenti L.
901960,King E.
611577,Leroy C.
466529,Lilov V.
566606,Cuevas P.
682461,Urrea A.
839531,Uribe Quintero A.
194018,Brown P.
799940,Mayo K.
361668,Santamaria F.
567201,Voisin E.
552546,Snitari I.
246074,Bielinskyi V.
654340,Dominko S.
307332,Engel J.
531667,Carnevalle L.
463686,Garcia Longo N.
344758,Hollender N.
932491,Handel T.
445958,Inchauspe P.
590478,Pini F.
349915,Zeitune G.
421652,Faigenbaum F.
466936,Iannaccone F.
611958,Carou I.
288805,Tacchi L.
134531,Corthey L. A.
287673,Dellavedova M.
814182,Beauge M.
913689,Tresca G.
533940,Alarcon B. D.
420012,Mouilleron Salvo M.
845138,Maloney P.
272711,Guillen Meza A.
374567,Martin A.
536397,Clark E.
782882,Boulais J.
111002,Baris O.
660403,Kingsley C.
193495,Lingua Lavallen A. L.
924009,Basavareddy N.
854887,Spizzirri E.
763876,Onofrei M. C.
349439,Paisvant R.
704811,Waldner N.
608291,Massacri B.
108083,Salomone F.
710694,Lopez Montagud C.
475007,Schell N.
145063,Cazacu D. N.
530698,Trinker J.
482406,Meduri A.
384135,Horvat R.
173075,Bilardo J.
656303,Emesz B.
636148,Dancu V. A.
723384,Majdandzic M.
291519,Lane L.
519101,Zeballos F.
167398,Quinn E.
826730,Renard L.
252550,Troost S.
697573,Coulibaly E.
126747,Zvech Flaborea M.
609248,Agostini S.
702851,Vasser O.
427741,Klok D.
646939,Rossi L.
675102,Pohjola P.
947424,Badini S.
861773,Van Sambeek F.
709148,Weekes J.
604025,Vives Marcos P.
766996,Stakusic M.
364912,Martin D.
812415,Visker N.
557178,Trotter J. K.
297592,Sheehy J.
474902,Kaukovalta P.
964130,Bicknell B.
670936,Montes-De La Torre I.
141595,Erel Y.
719480,Den Ouden G.
422159,Moller E.
382028,Anderson K.
810212,Deckers A.
130774,King K.
505718,Mokrov A.
122530,Philippov E.
803400,Voronin S.
866068,Mossur M.
827727,Zgirovsky A.
557908,Speronello M.
751719,Guerrieri A.
254847,Bouquier A.
290656,Aitkulov A.
130193,Pennaforti G.
161172,Zatsepin V.
227137,Simakin I.
224062,Watanabe S.
341466,Lopez N.
169205,Di Natale G. M.
488704,Herrero N.
632954,Chan Baratau M. L.
718557,Cachipuendo Calderon F. J.
346879,Perez I.
557947,Bernard A.
839635,Liaonenka A.
457309,Maulenov T.
126281,Diaz Jalil A.
661093,Singh K.
663004,Andrade A.
436517,Orynbasar I.
330426,Kimhi O.
232956,Vincent Ruggeri S.
623039,Schwaerzler J. J.
810765,Miedler L.
120932,Kittay B.
408054,Polansky P.
137770,Alvarez Valdes L. C.
499534,Giorgetti F.
272673,Juszczak P.
624413,Recek D.
586854,Naw H.
148575,Heller P.
503349,Negritu Ch.
501250,Cubelic K.
109817,Cerny M.
898204,Krumich M.
590265,Wallart E.
162106,Roberts J.
491702,Pannu K.
893864,Andaloro F.
108835,Stephenson E.
658826,Maia H.
564581,De Rossi M.
848198,Schnur B.
569611,Sperle J.
402794,Wayand J.
401075,Smith J. P.
131449,Zink T.
239363,Beltre J.
521929,Munoz E.
464265,Barreiros Reyes M.
185358,Tomic R.
754272,Vanshelboim E.
806030,Rossi A.
170772,Molchanov D.
919052,Balestrieri A.
838007,Petrovic D.
299739,Gill F.
902962,Popovic S.
582285,Gentzsch T.
955317,Williams A. J.
884955,Poling K.
334562,Vandecasteele Q.
290063,Dostanic S.
234217,Kuhn N.
221419,Nedic A.
789849,Seelig K.
584950,Bertran P.
930903,Matta A.
337472,Burnett E.
698654,Chaudhary A.
270865,Kamrowski M.
654569,Liutarevich I.
772779,Poljak D.
921897,Kielan S.
659125,Rice K.
306102,Fenty A.
409851,Harper C.
159724,O'Hoisin O.
254154,Catanzariti A.J.
235297,Berkieta T.
949192,King D.
473032,Kuznetsov An.
210588,Hsieh C.
451681,Ho R.
452267,Li H.
615117,Siniakov D.
643477,Donski A.
647546,Prechtel S.
217638,Nicod J.
211530,Ursu V.
442980,Varillas R.
279113,Ballotta G.
963351,Tenti F.
722801,Rodriguez S.
827607,Buitrago N.
978470,Cid Subervi R.
212779,Wang X.
385924,Filip J.
924641,Zhou Y.
941074,Li Z.
723652,Bai Y.
377680,Buse I.
277499,Sheyngezikht L.
516614,Denisov I.
501441,Giotis R.
319142,Ivanov I.
423708,Sijsling I.
489183,Almazan Valiente I.
343391,Liu H.
747544,Cui J.
709168,Xiao L.
826857,Jiang Y.
362545,Kalovelonis M.
355962,Ozdemir S. M.
172516,Faure V.
656381,Verdese G.
193940,Tailleu P. A.
279975,Butulija B.
791393,Ilhan M.
864927,Tiurnev E.
899245,Cadenasso G.
126078,Sorrentino L.
703324,Noce G. M.
118651,Mu T.
339052,Zhang L.
511933,Zakharov A.
668564,Winter Lopez B.
465249,Barreto Sanchez D. A.
175290,Romboli F.
757168,Lawson A.
560702,Vasa E.
619401,Lopez Morillo I.
625172,Cervantes I.
757057,Duran T.
624560,Oliel Y.
780895,Zeng Y.
421912,Yin B. S.
625253,Dong B.
121601,Walkow S.
776192,Wang A.
365057,Krolikowski K.
934528,Bouquet L.
617508,Szajrych J.
466750,Arribage T.
727483,Le Bourjois V.
100315,Jones B.
321872,Ticona J.
391763,Staeheli L.
406616,Garcia R.
863140,Johns G.
872183,Corwin F.
430928,Sun Qian
799386,Mo Y. C.
922808,Brady P.
478693,Jansen W.
807136,Veldheer M.
179033,Dumitru A.
872783,Kobierski J.
803277,Matsuda R.
897767,Alimli M.
779430,Ihlenfeld N.
350643,Cash R.
606939,Stater A.
131176,Cabrera M. A.
403978,Stearns P.
317202,Becerra Otarola I. A.
819819,Leon Macchiavello J.
590671,Nakashima B.
813581,Klier Junior G.
818133,Anthrop J.
131904,Wang C.
721907,Sorger S.
662322,Tracy J.
792829,Khadka P.
542953,Leung H. T. M.
420195,Qabazard E.
985659,Naif R.
763196,Alqahtani B.
217907,Khan A.
493280,Barki J.
631622,Wong H. K.
883884,Gautier A.
425375,Dlimi Y.
900564,Price S.
844790,Ferreira G. A.
568336,Munkhbaatar B.
882213,Claverie L.
810704,Osorio J. S.
786116,Rodriguez J. A.
944295,Gulin S.
542605,Saraiva Dos Santos P. A.
702091,Albieri M.
939153,Echeverria J.
690570,Nusdeo J. M.
348215,Schiessl J. E.
935742,Martin B.
566975,Svajda T.
834573,Wendler Filho J.
292570,Camargo Lima E.
624548,Boitan G. A.
894083,Turriziani Alvarez A.
932784,Nad P.
720648,Monferrer E.
713618,van Wyk K.
111952,Yang J.
748071,Huang T.
701137,Chen X. D.
474255,Tang S.
578589,De Cuyper J.
951476,Tang J.
367691,Agabigun S.
679476,Weightman O.
989370,Schnaitter J.
654806,Novo I.
794561,Chen C.
319267,Evans T.
233726,Jones S.
366144,Kiger M.
192835,Matsuda K.
177145,Pecci A.
569671,Marmousez L.
172747,Hamza Reguig S.
211311,Buldorini P.
208368,Prinoth P.
965462,Tosetto R.
834373,Horak V.
182543,Marinkov P.
948577,Court J.
737227,Giacomini L.
918412,D'Agostino S.
575622,Van Rensburg S.
651376,Bouzige M.
679092,Pearson K.
203256,Fumagalli F.
400619,Larrea Sicco M. M.
323424,Kiefer A.
226406,Bradshaw J.
821312,Seggerman R.
390043,Opelka R.
978886,Otsuka K.
396716,Nakamura G.
889029,Kusuhara Y.
569045,Nishiwaki K.
460411,Paldanius O.
263107,Saatela L.
532503,Johnson L.
282192,Stevenson K.
923950,Potter E.
340883,Sorbo J.
682681,Van Orderlain D.
628186,Muamba N.
945813,Kotzen A.
953782,Wiedenmann L.
303483,Katayama S.
281352,Aguilar J. C. M.
332395,Hede L.
241752,Aguilar Cardozo F.
460364,Pieczkowski O.
198285,Roux E.
238774,Llanes F.
563792,Xu K. Q.
423158,Debru M.
920920,Heck H.
746756,You J.
779098,Oetzbach A.
133189,Aguilar Cardozo J.
211892,George B. T.
243905,Okonkwo O.
336744,Rodesch C.
850495,Roncadelli F.
362888,Ichikawa T.
494608,Miyoshi K.
476017,Tajima N.
192313,Mindrut L.
648569,Parisca I.
706618,Margaroli L.
583886,Oliveira N.
852781,Sakamoto R.
485899,Steinegger Y.
201630,Sanada S.
184017,Imamura M.
667154,Shiraishi H.
676218,Gonzalez Fernandez M.
863722,Bertuccioli F.
878608,Silva T.
549335,Silva J. D.
226118,Santibanez S.
972384,Fernandes R.
984532,Iamachkine P.
553520,Menzel T.
161117,Matusevich A.
731934,Keys M.
357952,Trevisan M.
255338,Papamichail D.
218416,Bencic B.
921185,Hives Z.
151624,Cornet A.
814118,Pegula J.
710062,Sakkari M.
152800,Bronzetti L.
646421,Inglis M.
920327,Teichmann J.
464502,Garcia C.
759920,Bonaventure Y.
647835,Stefanini L.
323630,Gracheva V.
745434,Bolsova Zadoinov A.
580393,Hunter S.
187314,Noskova L.
770980,Riske-Amritraj A.
936947,Hruncakova V.
692146,Haddad Maia B.
482165,Uchijima M.
534672,Niemeier J.
651611,Potapova A.
441079,Errani S.
451842,Sebov K.
